Source	Target	Weights
gi15925280	gi23126033	323.3062153431158
gi15925280	gi4249601	323.3062153431158
gi15925280	gi15800666	323.3062153431158
gi15925280	gi137073	323.3062153431158
gi15925280	gi137070	323.3062153431158
gi15925280	gi2708800	323.3062153431158
gi15925280	gi2501623	323.3062153431158
gi15925280	gi7245287	323.3062153431158
gi15925280	gi2624847	323.3062153431158
gi15925280	gi23058236	323.3062153431158
gi15925280	gi22988607	323.3062153431158
gi15925280	gi137074	323.3062153431158
gi15925280	gi227457	323.3062153431158
gi15925280	gi23101955	323.3062153431158
gi15925280	gi22297549	323.3062153431158
gi15925280	gi17546751	323.3062153431158
gi15925280	gi15600061	323.3062153431158
gi15925280	gi23027998	323.3062153431158
gi15925280	gi7245484	323.3062153431158
gi15925280	gi14278353	323.3062153431158
gi15925280	gi14579320	323.3062153431158
gi15925280	gi6633958	323.3062153431158
gi15925280	gi3659633	323.3062153431158
gi15925280	gi15966223	323.3062153431158
gi15925280	gi15807978	323.3062153431158
gi15925280	gi16272483	323.3062153431158
gi15925280	gi19070377	323.3062153431158
gi15925280	gi1073151	323.3062153431158
gi15925280	gi22976226	323.3062153431158
gi15925280	gi731075	323.3062153431158
gi15925280	gi2340847	323.3062153431158
gi15925280	gi3915207	323.3062153431158
gi15925280	gi7839375	323.3062153431158
gi15925280	gi17402589	323.3062153431158
gi15925280	gi19856524	323.3062153431158
gi15925280	gi2507522	323.3062153431158
gi15925280	gi14599161	323.3062153431158
gi15925280	gi14599435	323.3062153431158
gi15925280	gi14599415	323.3062153431158
gi15925280	gi13959023	323.3062153431158
gi15925280	gi13357995	323.3062153431158
gi15925280	gi15889672	323.3062153431158
gi15925280	gi13474128	323.3062153431158
gi15925280	gi9967069	323.3062153431158
gi15925280	gi7272374	323.3062153431158
gi15925280	gi23501177	323.3062153431158
gi15925280	gi17987935	323.3062153431158
gi15925280	gi14599413	323.3062153431158
gi15925280	gi1174891	323.3062153431158
gi15925280	gi19310948	323.3062153431158
gi15925280	gi12313641	323.3062153431158
gi15925280	gi225714	323.3062153431158
gi15925280	gi224797	323.3062153431158
gi15925280	gi465008	323.3062153431158
gi15925280	gi137071	323.3062153431158
gi15925280	gi586167	323.3062153431158
gi15925280	gi167228	323.3062153431158
gi15925280	gi4545295	323.3062153431158
gi15925280	gi15220459	323.3062153431158
gi15925280	gi5913962	323.3062153431158
gi15925280	gi15611138	323.3062153431158
gi15925280	gi13605430	323.3062153431158
gi15925280	gi16974911	323.3062153431158
gi15925280	gi16974909	323.3062153431158
gi15925280	gi23136289	323.3062153431158
gi15925280	gi19338960	323.3062153431158
gi15925280	gi914897	323.3062153431158
gi15925280	gi43635	323.3062153431158
gi15925280	gi14192678	323.3062153431158
gi15925280	gi21219743	323.3062153431158
gi15925280	gi15608987	323.3062153431158
gi15925280	gi16122873	180.0
gi15925280	gi1718044	179.52287874528034
gi15925280	gi886331	179.09691001300806
gi15925280	gi3688063	179.0
gi15925280	gi2501620	178.69897000433602
gi15925280	gi1174889	178.39794000867204
gi15925280	gi23502230	177.69897000433602
gi15925280	gi17986930	177.69897000433602
gi15925280	gi421269	174.15490195998575
gi15925280	gi22125140	172.52287874528034
gi15925280	gi22831365	169.04575749056067
gi15925280	gi21637205	131.0
gi15925280	gi21637208	129.30102999566398
gi15925280	gi21637192	128.69897000433602
gi15925280	gi21637244	128.30102999566398
gi15925280	gi21637179	128.04575749056067
gi15925280	gi21637202	126.0
gi15925280	gi21362600	7.0
gi15925280	gi18478562	6.3979400086720375
gi15925280	gi23062845	5.301029995663981
gi15925280	gi3122248	5.301029995663981
gi15925280	gi15595638	4.3979400086720375
gi15925280	gi3122243	4.3979400086720375
gi15925280	gi22218649	4.221848749616356
gi15925280	gi9931313	4.154901959985743
gi15925280	gi3334230	3.3979400086720375
gi15925280	gi16078516	3.0457574905606752
gi15925280	gi21730171	3.0
gi15925280	gi3122249	2.3010299956639813
gi15925280	gi3287876	1.958607314841775
gi15925280	gi13194736	1.8239087409443189
gi15925280	gi3287879	1.744727494896694
gi15925280	gi16767756	1.585026652029182
gi15925280	gi16078614	1.5686362358410126
gi15925280	gi24115394	1.408935392973501
gi15925280	gi16132149	1.408935392973501
gi15925280	gi3287737	1.3767507096020994
gi15925280	gi4033703	1.1674910872937636
gi15925280	gi22988246	1.1135092748275182
gi15925280	gi6226558	1.0506099933550872
gi15925280	gi11890745	1.0
gi15925280	gi23200220	0.8860566476931632
gi15925280	gi15804904	0.8538719643217619
gi15925280	gi16763320	0.8239087409443188
gi15925280	gi627281	0.6777807052660807
gi15925280	gi16080988	0.6575773191777937
gi15925280	gi6141557	0.6020599913279624
gi15925280	gi8895751	0.3098039199714863
gi15925280	gi15833269	0.3010299956639812
gi15925280	gi15803675	0.26760624017703144
gi15925280	gi15803420	0.09691001300805639
gi15925280	gi15833010	0.08618614761628333
gi15925280	gi16130785	0.06550154875643228
gi15925280	gi887833	0.060480747381381476
gi15925280	gi728827	0.0
gi15925280	gi15595634	0.0
gi15925280	gi191173	0.0
gi15925280	gi1346930	0.0
gi15925280	gi191364	0.0
gi15925280	gi2506025	0.0
gi15925280	gi4758426	0.0
gi15925280	gi6330926	0.0
gi15925280	gi12644702	0.0
gi15925280	gi13022196	0.0
gi15925280	gi6322218	0.0
gi15925280	gi171366	0.0
gi15925280	gi22832393	0.0
gi15925280	gi11837778	0.0
gi15925280	gi8509	0.0
gi15925280	gi3915831	0.0
gi15925280	gi131696	0.0
gi15925280	gi21294381	0.0
gi15925280	gi3024509	0.0
gi15925280	gi17532699	0.0
gi12313641	gi13474128	323.3062153431158
gi12313641	gi15966223	323.3062153431158
gi12313641	gi1073151	323.3062153431158
gi12313641	gi19070377	323.3062153431158
gi12313641	gi13959023	323.3062153431158
gi12313641	gi15889672	323.3062153431158
gi12313641	gi23501177	323.3062153431158
gi12313641	gi17987935	323.3062153431158
gi12313641	gi23000615	323.3062153431158
gi12313641	gi3659633	323.3062153431158
gi12313641	gi23058236	323.3062153431158
gi12313641	gi17546751	323.3062153431158
gi12313641	gi2708800	323.3062153431158
gi12313641	gi23101955	323.3062153431158
gi12313641	gi23039910	323.3062153431158
gi12313641	gi22976226	323.3062153431158
gi12313641	gi22297549	323.3062153431158
gi12313641	gi2340847	323.3062153431158
gi12313641	gi16329675	323.3062153431158
gi12313641	gi23126033	323.3062153431158
gi12313641	gi17231162	323.3062153431158
gi12313641	gi22988607	323.3062153431158
gi12313641	gi15600061	323.3062153431158
gi12313641	gi23027998	323.3062153431158
gi12313641	gi586164	323.3062153431158
gi12313641	gi15800666	323.3062153431158
gi12313641	gi137070	323.3062153431158
gi12313641	gi7245287	323.3062153431158
gi12313641	gi2624847	323.3062153431158
gi12313641	gi19310948	323.3062153431158
gi12313641	gi7839375	323.3062153431158
gi12313641	gi23020534	323.3062153431158
gi12313641	gi16080717	323.3062153431158
gi12313641	gi15612817	323.3062153431158
gi12313641	gi137074	323.3062153431158
gi12313641	gi227457	323.3062153431158
gi12313641	gi14599161	323.3062153431158
gi12313641	gi137073	323.3062153431158
gi12313641	gi15220459	323.3062153431158
gi12313641	gi10336584	323.3062153431158
gi12313641	gi17402589	323.3062153431158
gi12313641	gi23136289	323.3062153431158
gi12313641	gi14599435	323.3062153431158
gi12313641	gi14599415	323.3062153431158
gi12313641	gi16272483	323.3062153431158
gi12313641	gi14599413	323.3062153431158
gi12313641	gi15807978	323.3062153431158
gi12313641	gi1174891	323.3062153431158
gi12313641	gi14278353	323.3062153431158
gi12313641	gi7245484	323.3062153431158
gi12313641	gi14579320	323.3062153431158
gi12313641	gi3915207	323.3062153431158
gi12313641	gi4249601	323.3062153431158
gi12313641	gi586167	323.3062153431158
gi12313641	gi731075	323.3062153431158
gi12313641	gi225714	323.3062153431158
gi12313641	gi224797	323.3062153431158
gi12313641	gi465008	323.3062153431158
gi12313641	gi7320802	323.3062153431158
gi12313641	gi167228	323.3062153431158
gi12313641	gi14192678	323.3062153431158
gi12313641	gi13605430	323.3062153431158
gi12313641	gi16974911	323.3062153431158
gi12313641	gi15611138	323.3062153431158
gi12313641	gi5913962	323.3062153431158
gi12313641	gi16974909	323.3062153431158
gi12313641	gi21219743	323.3062153431158
gi12313641	gi2501620	323.3062153431158
gi12313641	gi19338960	323.3062153431158
gi12313641	gi43635	323.3062153431158
gi12313641	gi15925280	323.3062153431158
gi12313641	gi1174887	323.3062153431158
gi12313641	gi23502230	323.3062153431158
gi12313641	gi17986930	323.3062153431158
gi12313641	gi2507522	323.3062153431158
gi12313641	gi6633958	323.3062153431158
gi12313641	gi15608987	323.3062153431158
gi12313641	gi16122873	323.3062153431158
gi12313641	gi1718044	323.3062153431158
gi12313641	gi4545295	323.3062153431158
gi12313641	gi137071	323.3062153431158
gi12313641	gi1174889	323.3062153431158
gi12313641	gi2501623	323.3062153431158
gi12313641	gi886331	323.3062153431158
gi12313641	gi22831365	323.3062153431158
gi12313641	gi19856524	323.3062153431158
gi12313641	gi3688063	323.3062153431158
gi12313641	gi9967069	323.3062153431158
gi12313641	gi13357995	323.3062153431158
gi12313641	gi7272374	323.3062153431158
gi12313641	gi421269	323.3062153431158
gi12313641	gi22125140	323.3062153431158
gi12313641	gi914897	177.52287874528034
gi12313641	gi21637205	151.0
gi12313641	gi21637208	149.69897000433602
gi12313641	gi21637192	147.15490195998575
gi12313641	gi21637202	144.0
gi12313641	gi21637244	140.0
gi12313641	gi21637179	139.69897000433602
gi12313641	gi18478562	7.221848749616356
gi12313641	gi21362600	7.0
gi12313641	gi23062845	7.0
gi12313641	gi3122248	6.301029995663981
gi12313641	gi3122249	6.045757490560675
gi12313641	gi23200220	5.3979400086720375
gi12313641	gi3334230	5.301029995663981
gi12313641	gi15595638	5.0
gi12313641	gi21730171	5.0
gi12313641	gi3287879	4.0
gi12313641	gi22218649	4.0
gi12313641	gi3122243	4.0
gi12313641	gi9931313	3.6989700043360187
gi12313641	gi13194736	3.5228787452803374
gi12313641	gi16078516	3.0
gi12313641	gi6141557	3.0
gi12313641	gi348315	2.6989700043360187
gi12313641	gi22988246	2.6989700043360187
gi12313641	gi3287876	2.5228787452803374
gi12313641	gi12644702	1.7212463990471711
gi12313641	gi13022196	1.7212463990471711
gi12313641	gi6226558	1.6575773191777938
gi12313641	gi11890745	1.6575773191777938
gi12313641	gi4033703	1.5528419686577808
gi12313641	gi16080988	1.408935392973501
gi12313641	gi1346930	1.3665315444204136
gi12313641	gi3122654	1.2365720064370627
gi12313641	gi16078614	1.0222763947111522
gi12313641	gi16767756	0.958607314841775
gi12313641	gi3182927	0.6777807052660807
gi12313641	gi16763320	0.3279021420642826
gi12313641	gi24115394	0.2924298239020636
gi12313641	gi16132149	0.28399665636520083
gi12313641	gi887833	0.2218487496163564
gi12313641	gi16130785	0.2218487496163564
gi12313641	gi15804904	0.1366771398795441
gi12313641	gi15833010	0.0
gi12313641	gi15803420	0.0
gi12313641	gi3287737	0.0
gi12313641	gi11359582	0.0
gi12313641	gi16945394	0.0
gi12313641	gi16762096	0.0
gi12313641	gi16766629	0.0
gi12313641	gi15833269	0.0
gi12313641	gi8895751	0.0
gi12313641	gi15803675	0.0
gi12313641	gi4758426	0.0
gi12313641	gi6330926	0.0
gi12313641	gi11837778	0.0
gi12313641	gi20270696	0.0
gi12313641	gi7533042	0.0
gi12313641	gi13929094	0.0
gi12313641	gi400237	0.0
gi12313641	gi6322218	0.0
gi12313641	gi15800066	0.0
gi12313641	gi1657533	0.0
gi12313641	gi1246354	0.0
gi12313641	gi16128322	0.0
gi12313641	gi171366	0.0
gi14719485	gi2098312	323.3062153431158
gi14719485	gi13786719	323.3062153431158
gi14719485	gi12084365	323.3062153431158
gi14719485	gi2392286	323.3062153431158
gi14719485	gi17977844	323.3062153431158
gi14719485	gi15212234	172.0
gi14719485	gi17532699	0.0
gi14719485	gi167228	0.0
gi14719485	gi225714	0.0
gi14719485	gi224797	0.0
gi14719485	gi465008	0.0
gi14719485	gi6633958	0.0
gi14719485	gi23136289	0.0
gi14719485	gi17546751	0.0
gi14719485	gi171366	0.0
gi14719485	gi20302047	0.0
gi14719485	gi6322218	0.0
gi14719485	gi4557311	0.0
gi14719485	gi18859679	0.0
gi14719485	gi3287737	0.0
gi14719485	gi16078614	0.0
gi14719485	gi1346930	0.0
gi14719485	gi7533042	0.0
gi14719485	gi13929094	0.0
gi14719485	gi13022196	0.0
gi14719485	gi12644702	0.0
gi14719485	gi400909	0.0
gi14719485	gi279582	0.0
gi14719485	gi7331	0.0
gi4758426	gi6330926	323.3062153431158
gi4758426	gi11837778	323.3062153431158
gi4758426	gi6753960	323.3062153431158
gi4758426	gi20270696	323.3062153431158
gi4758426	gi7533042	323.3062153431158
gi4758426	gi13929094	323.3062153431158
gi4758426	gi15833010	53.52287874528034
gi4758426	gi16130785	53.52287874528034
gi4758426	gi15803420	53.39794000867204
gi4758426	gi887833	53.39794000867204
gi4758426	gi4033703	10.096910013008056
gi4758426	gi6226558	10.045757490560675
gi4758426	gi11890745	9.698970004336019
gi4758426	gi17432321	6.0
gi4758426	gi3182927	4.698970004336019
gi4758426	gi1073151	1.3767507096020994
gi4758426	gi15966223	1.3665315444204136
gi4758426	gi19070377	1.2291479883578558
gi4758426	gi15803675	1.1426675035687315
gi4758426	gi8895751	1.136677139879544
gi4758426	gi15833269	1.0969100130080565
gi4758426	gi15889672	1.0757207139381184
gi4758426	gi2494044	0.958607314841775
gi4758426	gi13928736	0.9208187539523752
gi4758426	gi23501177	0.7958800173440752
gi4758426	gi13959023	0.7958800173440752
gi4758426	gi6141557	0.585026652029182
gi4758426	gi18859679	0.38721614328026455
gi4758426	gi3659633	0.3565473235138126
gi4758426	gi13474128	0.3098039199714863
gi4758426	gi3122243	0.2006594505464183
gi4758426	gi22218649	0.1938200260161128
gi4758426	gi9931313	0.17392519729917355
gi4758426	gi137071	0.16749108729376366
gi4758426	gi21219743	0.11918640771920865
gi4758426	gi16080988	0.09691001300805639
gi4758426	gi15643577	0.08618614761628333
gi4758426	gi6753048	0.05060999335508721
gi4758426	gi21294189	0.05060999335508721
gi4758426	gi16272483	0.040958607678906384
gi4758426	gi13357995	0.03151705144606486
gi4758426	gi9967069	0.017728766960431602
gi4758426	gi7272374	0.017728766960431602
gi4758426	gi3334230	0.0
gi4758426	gi2494043	0.0
gi4758426	gi399033	0.0
gi4758426	gi4502079	0.0
gi4758426	gi23027998	0.0
gi4758426	gi2134756	0.0
gi4758426	gi4545295	0.0
gi4758426	gi15612817	0.0
gi4758426	gi348315	0.0
gi4758426	gi914897	0.0
gi4758426	gi21311925	0.0
gi4758426	gi644509	0.0
gi4758426	gi5922016	0.0
gi4758426	gi21264318	0.0
gi4758426	gi5922018	0.0
gi4758426	gi178547	0.0
gi4758426	gi17987935	0.0
gi4758426	gi4557311	0.0
gi4758426	gi20302047	0.0
gi4758426	gi15807978	0.0
gi4758426	gi19856524	0.0
gi4758426	gi13938134	0.0
gi4758426	gi608499	0.0
gi4758426	gi3024509	0.0
gi4758426	gi16329675	0.0
gi4758426	gi10336584	0.0
gi4758426	gi886331	0.0
gi4758426	gi23101955	0.0
gi4758426	gi1174889	0.0
gi4758426	gi23058236	0.0
gi4758426	gi15608987	0.0
gi4758426	gi3287737	0.0
gi4758426	gi6322218	0.0
gi4758426	gi17546751	0.0
gi4758426	gi171366	0.0
gi4758426	gi15800666	0.0
gi4758426	gi19310948	0.0
gi4758426	gi731075	0.0
gi4758426	gi2340847	0.0
gi4758426	gi7245484	0.0
gi4758426	gi14278353	0.0
gi4758426	gi19111945	0.0
gi4758426	gi11359582	0.0
gi4758426	gi16945394	0.0
gi4758426	gi23136289	0.0
gi4758426	gi15220459	0.0
gi4758426	gi995562	0.0
gi4758426	gi16132149	0.0
gi4758426	gi15804904	0.0
gi4758426	gi24115394	0.0
gi4758426	gi15595638	0.0
gi4758426	gi18478562	0.0
gi4758426	gi2624847	0.0
gi4758426	gi23062845	0.0
gi4758426	gi137070	0.0
gi4758426	gi7245287	0.0
gi4758426	gi400909	0.0
gi4758426	gi279582	0.0
gi4758426	gi7331	0.0
gi4758426	gi13022196	0.0
gi4758426	gi12644702	0.0
gi4758426	gi586164	0.0
gi4758426	gi7320802	0.0
gi4758426	gi22125140	0.0
gi4758426	gi16122873	0.0
gi4758426	gi1718044	0.0
gi4758426	gi21637192	0.0
gi4758426	gi15600061	0.0
gi4758426	gi191173	0.0
gi4758426	gi22976226	0.0
gi4758426	gi21637208	0.0
gi4758426	gi2506025	0.0
gi4758426	gi191364	0.0
gi4758426	gi1174891	0.0
gi4758426	gi21637205	0.0
gi4758426	gi131696	0.0
gi4758426	gi8509	0.0
gi4758426	gi3915831	0.0
gi4758426	gi586167	0.0
gi4758426	gi16767756	0.0
gi4758426	gi16763320	0.0
gi4758426	gi17532699	0.0
gi4758426	gi14192678	0.0
gi4758426	gi21362600	0.0
gi4758426	gi21637202	0.0
gi4758426	gi21637179	0.0
gi4758426	gi21637244	0.0
gi4758426	gi6633958	0.0
gi4758426	gi421269	0.0
gi4758426	gi5913962	0.0
gi4758426	gi171053	0.0
gi4758426	gi15611138	0.0
gi4758426	gi6323606	0.0
gi4758426	gi19338960	0.0
gi4758426	gi3122248	0.0
gi4758426	gi16974909	0.0
gi4758426	gi13605430	0.0
gi4758426	gi16974911	0.0
gi4758426	gi7638159	0.0
gi4758426	gi14579320	0.0
gi4758426	gi23020534	0.0
gi4758426	gi22988246	0.0
gi4758426	gi137073	0.0
gi4758426	gi3287879	0.0
gi4758426	gi21730171	0.0
gi4758426	gi18404701	0.0
gi4758426	gi137074	0.0
gi4758426	gi16078516	0.0
gi4758426	gi227457	0.0
gi4758426	gi1346930	0.0
gi4758426	gi7484807	0.0
gi4758426	gi3287876	0.0
gi4758426	gi13194736	0.0
gi4758426	gi22832393	0.0
gi4758426	gi21294381	0.0
gi4758426	gi23000615	0.0
gi4758426	gi16078614	0.0
gi4758426	gi7839375	0.0
gi4758426	gi3122654	0.0
gi4758426	gi728827	0.0
gi4758426	gi627281	0.0
gi4758426	gi1174887	0.0
gi4758426	gi15925280	0.0
gi4758426	gi3915207	0.0
gi4758426	gi4249601	0.0
gi4758426	gi12313641	0.0
gi4758426	gi9837270	0.0
gi4758426	gi2507522	0.0
gi4758426	gi16080717	0.0
gi6633958	gi7320802	323.3062153431158
gi6633958	gi4249601	323.3062153431158
gi6633958	gi586164	323.3062153431158
gi6633958	gi15925280	323.3062153431158
gi6633958	gi1174887	323.3062153431158
gi6633958	gi15612817	323.3062153431158
gi6633958	gi7245484	323.3062153431158
gi6633958	gi14278353	323.3062153431158
gi6633958	gi16329675	323.3062153431158
gi6633958	gi731075	323.3062153431158
gi6633958	gi16080717	323.3062153431158
gi6633958	gi137073	323.3062153431158
gi6633958	gi17231162	323.3062153431158
gi6633958	gi15807978	323.3062153431158
gi6633958	gi15800666	323.3062153431158
gi6633958	gi13959023	323.3062153431158
gi6633958	gi23501177	323.3062153431158
gi6633958	gi17987935	323.3062153431158
gi6633958	gi137074	323.3062153431158
gi6633958	gi10336584	323.3062153431158
gi6633958	gi23039910	323.3062153431158
gi6633958	gi227457	323.3062153431158
gi6633958	gi23101955	323.3062153431158
gi6633958	gi23126033	323.3062153431158
gi6633958	gi23058236	323.3062153431158
gi6633958	gi3659633	323.3062153431158
gi6633958	gi23027998	323.3062153431158
gi6633958	gi137070	323.3062153431158
gi6633958	gi7839375	323.3062153431158
gi6633958	gi22988607	323.3062153431158
gi6633958	gi7245287	323.3062153431158
gi6633958	gi2624847	323.3062153431158
gi6633958	gi15600061	323.3062153431158
gi6633958	gi23020534	323.3062153431158
gi6633958	gi23000615	323.3062153431158
gi6633958	gi2708800	323.3062153431158
gi6633958	gi14579320	323.3062153431158
gi6633958	gi13474128	323.3062153431158
gi6633958	gi12313641	323.3062153431158
gi6633958	gi22297549	323.3062153431158
gi6633958	gi19070377	323.3062153431158
gi6633958	gi22976226	323.3062153431158
gi6633958	gi2501623	179.69897000433602
gi6633958	gi15966223	179.69897000433602
gi6633958	gi17546751	179.69897000433602
gi6633958	gi15889672	179.39794000867204
gi6633958	gi1073151	179.0
gi6633958	gi2340847	178.15490195998575
gi6633958	gi14599415	177.22184874961636
gi6633958	gi2507522	177.22184874961636
gi6633958	gi14599435	177.15490195998575
gi6633958	gi14599413	176.30102999566398
gi6633958	gi14599161	175.52287874528034
gi6633958	gi3915207	175.30102999566398
gi6633958	gi16272483	175.22184874961636
gi6633958	gi21219743	174.69897000433602
gi6633958	gi15220459	173.69897000433602
gi6633958	gi23136289	171.39794000867204
gi6633958	gi1174891	171.0
gi6633958	gi586167	170.30102999566398
